identifier;_event;icon;name_nl;name_en;name_fr;name_de;name_es;description_nl;description_en;description_fr;description_de;description_es;url;created;modified;ctcname;date_start;date_end;location;Lat;address;postal;local;country;Long;geopoint;Theme
5919;http://stad.gent/id/event/tourism/a2ccc138-0714-4ffb-a98d-ee7cb58f73f3;https://visit.gent.be/themes/custom/vg_theme/icon/red/exhibition.svg;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Digitale kunsttentoonstelling;Digital art exhibition;Exposition d’art numérique;Digitale Kunstausstellung;Exposición de arte digital;https://visit.gent.be/nl/agenda/lichtkerk-inside-dali;2021-12-13T15:43:53+01:00;2022-05-11T10:03:40+02:00;Lichtkerk;2021-12-17;2022-06-30;POINT (3.722271 51.065542;(3.722271;Noorwegenstraat 49;9940;Evergem;BE;POINT;;Art Exhibition
5919;http://stad.gent/id/event/tourism/a2ccc138-0714-4ffb-a98d-ee7cb58f73f3;https://visit.gent.be/themes/custom/vg_theme/icon/red/exhibition.svg;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Digitale kunsttentoonstelling;Digital art exhibition;Exposition d’art numérique;Digitale Kunstausstellung;Exposición de arte digital;https://visit.gent.be/nl/agenda/lichtkerk-inside-dali;2021-12-13T15:43:53+01:00;2022-05-11T10:03:40+02:00;Lichtkerk;2021-12-17;2022-06-30;POINT (3.719694 51.052799;(3.719694;Noorwegenstraat 49;9940;Evergem;BE;POINT;;Art Exhibition
5919;http://stad.gent/id/event/tourism/a2ccc138-0714-4ffb-a98d-ee7cb58f73f3;https://visit.gent.be/themes/custom/vg_theme/icon/red/exhibition.svg;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Digitale kunsttentoonstelling;Digital art exhibition;Exposition d’art numérique;Digitale Kunstausstellung;Exposición de arte digital;https://visit.gent.be/nl/agenda/lichtkerk-inside-dali;2021-12-13T15:43:53+01:00;2022-05-11T10:03:40+02:00;Lichtkerk;2021-12-17;2022-06-30;POINT (3.728765 51.056276;(3.728765;Noorwegenstraat 49;9940;Evergem;BE;POINT;;Art Exhibition
5919;http://stad.gent/id/event/tourism/a2ccc138-0714-4ffb-a98d-ee7cb58f73f3;https://visit.gent.be/themes/custom/vg_theme/icon/red/exhibition.svg;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Digitale kunsttentoonstelling;Digital art exhibition;Exposition d’art numérique;Digitale Kunstausstellung;Exposición de arte digital;https://visit.gent.be/nl/agenda/lichtkerk-inside-dali;2021-12-13T15:43:53+01:00;2022-05-11T10:03:40+02:00;Lichtkerk;2021-12-17;2022-06-30;POINT (3.718652 51.043846;(3.718652;Noorwegenstraat 49;9940;Evergem;BE;POINT;;Art Exhibition
5919;http://stad.gent/id/event/tourism/a2ccc138-0714-4ffb-a98d-ee7cb58f73f3;https://visit.gent.be/themes/custom/vg_theme/icon/red/exhibition.svg;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Digitale kunsttentoonstelling;Digital art exhibition;Exposition d’art numérique;Digitale Kunstausstellung;Exposición de arte digital;https://visit.gent.be/nl/agenda/lichtkerk-inside-dali;2021-12-13T15:43:53+01:00;2022-05-11T10:03:40+02:00;Lichtkerk;2021-12-17;2022-06-30;POINT (3.731877 51.040834;(3.731877;Noorwegenstraat 49;9940;Evergem;BE;POINT;;Art Exhibition
5919;http://stad.gent/id/event/tourism/a2ccc138-0714-4ffb-a98d-ee7cb58f73f3;https://visit.gent.be/themes/custom/vg_theme/icon/red/exhibition.svg;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Digitale kunsttentoonstelling;Digital art exhibition;Exposition d’art numérique;Digitale Kunstausstellung;Exposición de arte digital;https://visit.gent.be/nl/agenda/lichtkerk-inside-dali;2021-12-13T15:43:53+01:00;2022-05-11T10:03:40+02:00;Lichtkerk;2021-12-17;2022-06-30;POINT (4.42187 50.917731;(4.42187;Noorwegenstraat 49;9940;Evergem;BE;POINT;;Art Exhibition
5919;http://stad.gent/id/event/tourism/a2ccc138-0714-4ffb-a98d-ee7cb58f73f3;https://visit.gent.be/themes/custom/vg_theme/icon/red/exhibition.svg;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Digitale kunsttentoonstelling;Digital art exhibition;Exposition d’art numérique;Digitale Kunstausstellung;Exposición de arte digital;https://visit.gent.be/nl/agenda/lichtkerk-inside-dali;2021-12-13T15:43:53+01:00;2022-05-11T10:03:40+02:00;Lichtkerk;2021-12-17;2022-06-30;POINT (3.7237128413504 51.05016058872;(3.7237128413504;Noorwegenstraat 49;9940;Evergem;BE;POINT;;Art Exhibition
5919;http://stad.gent/id/event/tourism/a2ccc138-0714-4ffb-a98d-ee7cb58f73f3;https://visit.gent.be/themes/custom/vg_theme/icon/red/exhibition.svg;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Digitale kunsttentoonstelling;Digital art exhibition;Exposition d’art numérique;Digitale Kunstausstellung;Exposición de arte digital;https://visit.gent.be/nl/agenda/lichtkerk-inside-dali;2021-12-13T15:43:53+01:00;2022-05-11T10:03:40+02:00;Lichtkerk;2021-12-17;2022-06-30;POINT (3.723444 51.052571;(3.723444;Noorwegenstraat 49;9940;Evergem;BE;POINT;;Art Exhibition
5919;http://stad.gent/id/event/tourism/a2ccc138-0714-4ffb-a98d-ee7cb58f73f3;https://visit.gent.be/themes/custom/vg_theme/icon/red/exhibition.svg;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Digitale kunsttentoonstelling;Digital art exhibition;Exposition d’art numérique;Digitale Kunstausstellung;Exposición de arte digital;https://visit.gent.be/nl/agenda/lichtkerk-inside-dali;2021-12-13T15:43:53+01:00;2022-05-11T10:03:40+02:00;Lichtkerk;2021-12-17;2022-06-30;POINT (3.7590923535483 51.060006709433;(3.7590923535483;Noorwegenstraat 49;9940;Evergem;BE;POINT;;Art Exhibition
5919;http://stad.gent/id/event/tourism/a2ccc138-0714-4ffb-a98d-ee7cb58f73f3;https://visit.gent.be/themes/custom/vg_theme/icon/red/exhibition.svg;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Digitale kunsttentoonstelling;Digital art exhibition;Exposition d’art numérique;Digitale Kunstausstellung;Exposición de arte digital;https://visit.gent.be/nl/agenda/lichtkerk-inside-dali;2021-12-13T15:43:53+01:00;2022-05-11T10:03:40+02:00;Lichtkerk;2021-12-17;2022-06-30;POINT (3.728278 51.05682;(3.728278;Noorwegenstraat 49;9940;Evergem;BE;POINT;;Art Exhibition
5919;http://stad.gent/id/event/tourism/a2ccc138-0714-4ffb-a98d-ee7cb58f73f3;https://visit.gent.be/themes/custom/vg_theme/icon/red/exhibition.svg;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Digitale kunsttentoonstelling;Digital art exhibition;Exposition d’art numérique;Digitale Kunstausstellung;Exposición de arte digital;https://visit.gent.be/nl/agenda/lichtkerk-inside-dali;2021-12-13T15:43:53+01:00;2022-05-11T10:03:40+02:00;Lichtkerk;2021-12-17;2022-06-30;POINT (3.682489 51.06691;(3.682489;Noorwegenstraat 49;9940;Evergem;BE;POINT;;Art Exhibition
5919;http://stad.gent/id/event/tourism/a2ccc138-0714-4ffb-a98d-ee7cb58f73f3;https://visit.gent.be/themes/custom/vg_theme/icon/red/exhibition.svg;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Digitale kunsttentoonstelling;Digital art exhibition;Exposition d’art numérique;Digitale Kunstausstellung;Exposición de arte digital;https://visit.gent.be/nl/agenda/lichtkerk-inside-dali;2021-12-13T15:43:53+01:00;2022-05-11T10:03:40+02:00;Lichtkerk;2021-12-17;2022-06-30;POINT (3.7275031041603 51.047658892207;(3.7275031041603;Noorwegenstraat 49;9940;Evergem;BE;POINT;;Art Exhibition
5919;http://stad.gent/id/event/tourism/a2ccc138-0714-4ffb-a98d-ee7cb58f73f3;https://visit.gent.be/themes/custom/vg_theme/icon/red/exhibition.svg;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Digitale kunsttentoonstelling;Digital art exhibition;Exposition d’art numérique;Digitale Kunstausstellung;Exposición de arte digital;https://visit.gent.be/nl/agenda/lichtkerk-inside-dali;2021-12-13T15:43:53+01:00;2022-05-11T10:03:40+02:00;Lichtkerk;2021-12-17;2022-06-30;POINT (3.7243806011887 51.054009100213;(3.7243806011887;Noorwegenstraat 49;9940;Evergem;BE;POINT;;Art Exhibition
5919;http://stad.gent/id/event/tourism/a2ccc138-0714-4ffb-a98d-ee7cb58f73f3;https://visit.gent.be/themes/custom/vg_theme/icon/red/exhibition.svg;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Digitale kunsttentoonstelling;Digital art exhibition;Exposition d’art numérique;Digitale Kunstausstellung;Exposición de arte digital;https://visit.gent.be/nl/agenda/lichtkerk-inside-dali;2021-12-13T15:43:53+01:00;2022-05-11T10:03:40+02:00;Lichtkerk;2021-12-17;2022-06-30;POINT (3.7207952089539 51.038768894881;(3.7207952089539;Noorwegenstraat 49;9940;Evergem;BE;POINT;;Art Exhibition
5919;http://stad.gent/id/event/tourism/a2ccc138-0714-4ffb-a98d-ee7cb58f73f3;https://visit.gent.be/themes/custom/vg_theme/icon/red/exhibition.svg;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Digitale kunsttentoonstelling;Digital art exhibition;Exposition d’art numérique;Digitale Kunstausstellung;Exposición de arte digital;https://visit.gent.be/nl/agenda/lichtkerk-inside-dali;2021-12-13T15:43:53+01:00;2022-05-11T10:03:40+02:00;Lichtkerk;2021-12-17;2022-06-30;POINT (3.733368 51.039941;(3.733368;Noorwegenstraat 49;9940;Evergem;BE;POINT;;Art Exhibition
5919;http://stad.gent/id/event/tourism/a2ccc138-0714-4ffb-a98d-ee7cb58f73f3;https://visit.gent.be/themes/custom/vg_theme/icon/red/exhibition.svg;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Digitale kunsttentoonstelling;Digital art exhibition;Exposition d’art numérique;Digitale Kunstausstellung;Exposición de arte digital;https://visit.gent.be/nl/agenda/lichtkerk-inside-dali;2021-12-13T15:43:53+01:00;2022-05-11T10:03:40+02:00;Lichtkerk;2021-12-17;2022-06-30;POINT (3.743856 51.0301;(3.743856;Noorwegenstraat 49;9940;Evergem;BE;POINT;;Art Exhibition
5919;http://stad.gent/id/event/tourism/a2ccc138-0714-4ffb-a98d-ee7cb58f73f3;https://visit.gent.be/themes/custom/vg_theme/icon/red/exhibition.svg;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Digitale kunsttentoonstelling;Digital art exhibition;Exposition d’art numérique;Digitale Kunstausstellung;Exposición de arte digital;https://visit.gent.be/nl/agenda/lichtkerk-inside-dali;2021-12-13T15:43:53+01:00;2022-05-11T10:03:40+02:00;Lichtkerk;2021-12-17;2022-06-30;POINT (3.756447 51.052406;(3.756447;Noorwegenstraat 49;9940;Evergem;BE;POINT;;Art Exhibition
5919;http://stad.gent/id/event/tourism/a2ccc138-0714-4ffb-a98d-ee7cb58f73f3;https://visit.gent.be/themes/custom/vg_theme/icon/red/exhibition.svg;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Digitale kunsttentoonstelling;Digital art exhibition;Exposition d’art numérique;Digitale Kunstausstellung;Exposición de arte digital;https://visit.gent.be/nl/agenda/lichtkerk-inside-dali;2021-12-13T15:43:53+01:00;2022-05-11T10:03:40+02:00;Lichtkerk;2021-12-17;2022-06-30;POINT (3.720875 51.05356;(3.720875;Noorwegenstraat 49;9940;Evergem;BE;POINT;;Art Exhibition
5919;http://stad.gent/id/event/tourism/a2ccc138-0714-4ffb-a98d-ee7cb58f73f3;https://visit.gent.be/themes/custom/vg_theme/icon/red/exhibition.svg;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Digitale kunsttentoonstelling;Digital art exhibition;Exposition d’art numérique;Digitale Kunstausstellung;Exposición de arte digital;https://visit.gent.be/nl/agenda/lichtkerk-inside-dali;2021-12-13T15:43:53+01:00;2022-05-11T10:03:40+02:00;Lichtkerk;2021-12-17;2022-06-30;POINT (3.7259480873108 51.053272386509;(3.7259480873108;Noorwegenstraat 49;9940;Evergem;BE;POINT;;Art Exhibition
5919;http://stad.gent/id/event/tourism/a2ccc138-0714-4ffb-a98d-ee7cb58f73f3;https://visit.gent.be/themes/custom/vg_theme/icon/red/exhibition.svg;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Lichtkerk - Inside Dalí;Digitale kunsttentoonstelling;Digital art exhibition;Exposition d’art numérique;Digitale Kunstausstellung;Exposición de arte digital;https://visit.gent.be/nl/agenda/lichtkerk-inside-dali;2021-12-13T15:43:53+01:00;2022-05-11T10:03:40+02:00;Lichtkerk;2021-12-17;2022-06-30;POINT (3.721211 51.056735;(3.721211;Noorwegenstraat 49;9940;Evergem;BE;POINT;;Art Exhibition
6033;http://stad.gent/id/event/tourism/6a497fff-91f8-40eb-a788-8b924ab5ac4a;https://visit.gent.be/themes/custom/vg_theme/icon/red/shopping.svg;Biomarkt;Organic market;Marché bio;Biomarkt;Mercado ecológico;Shoppen op het Maria Hendrikaplein;Shopping on Maria Hendrikaplein square;Faire ses courses sur la Maria Hendrikaplein;Shopping auf dem Maria Hendrikaplein;Hacer la compra en la plaza Maria Hendrikaplein;https://visit.gent.be/nl/agenda/biomarkt-0;2022-01-07T12:35:08+01:00;2022-01-13T10:24:09+01:00;Biomarkt Maria Hendrikaplein;2022-01-01;2025-12-31;POINT (3.71008 51.036911;(3.71008;Maria Hendrikaplein;9000;Gent;BE;POINT;;Food Market
6021;http://stad.gent/id/event/tourism/eaeabfad-ca89-452f-b741-40d102e0f787;https://visit.gent.be/themes/custom/vg_theme/icon/red/shopping.svg;Tweedehands fietsenmarkt;Second-hand bicycle market;Marché d’occasion de vélos;Markt für Gebrauchtfahrräder;Mercado de bicicletas de segunda mano;Shoppen op de Oude Beestenmarkt;Shopping on Oude Beestenmarkt square;Faire ses courses sur l’Oude Beestenmarkt;Shopping auf dem Oude Beestenmarkt;Hacer la compra en la plaza Oude Beestenmarkt;https://visit.gent.be/nl/agenda/tweedehands-fietsenmarkt;2022-01-07T09:55:12+01:00;2022-04-04T10:37:59+02:00;Tweedehands fietsenmarkt - Oude beestenmarkt;2022-01-01;2025-12-31;POINT (3.731212 51.054298;(3.731212;Oude beestenmarkt;9000;Gent;BE;POINT;;Food Market
6006;http://stad.gent/id/event/tourism/0f1cf381-d08c-4448-bacf-9b262b475a2b;https://visit.gent.be/themes/custom/vg_theme/icon/red/shopping.svg;Markt voor verse voeding en nieuwe koopwaar;Market for fresh food and new merchandise;Marché de produits frais et de nouvelles marchandises;Markt für frische Lebensmittel und neue Waren;Mercado de alimentos frescos y mercancías nuevas;Shoppen op de Vrijdagmarkt;Shopping on Vrijdagmarkt square;Faire ses courses sur la Vrijdagmarkt;Shopping auf dem Vrijdagmarkt;Hacer la compra en la plaza Vrijdagmarkt;https://visit.gent.be/nl/agenda/markt-voor-verse-voeding-en-nieuwe-koopwaar;2022-01-06T11:28:56+01:00;2022-04-04T10:35:38+02:00;Markt voor verse voeding en nieuwe koopwaar - Vrijdagmarkt;2022-01-01;2025-12-31;POINT (3.725446 51.056665;(3.725446;Vrijdagmarkt;9000;Gent;BE;POINT;;Food Market
6024;http://stad.gent/id/event/tourism/54378aa0-1afc-4475-97b1-6f2405702265;https://visit.gent.be/themes/custom/vg_theme/icon/red/shopping.svg;Markt voor verse voeding;Market for fresh food;Marché de produits frais;Markt für frische Lebensmittel;Mercado de alimentos frescos;Shoppen op het Sint-Michielsplein;Shopping on Sint-Michielsplein square;Faire ses courses sur la Sint-Michielsplein;Shopping auf dem Sint-Michielsplein;Hacer la compra en la plaza sint-Michielsplein;https://visit.gent.be/nl/agenda/markt-voor-verse-voeding;2022-01-07T10:10:37+01:00;2022-03-02T14:25:38+01:00;Markt voor verse voeding - Sint-Michielsplein;2022-01-01;2025-12-31;POINT (3.719064 51.053421;(3.719064;Sint-Michielsplein;9000;Gent;BE;POINT;;Food Market
6003;http://stad.gent/id/event/tourism/97e8d69f-177a-4b28-bdfe-e29e13c5a0b7;https://visit.gent.be/themes/custom/vg_theme/icon/red/shopping.svg;Bloemenmarkt;Flower market;Marché aux fleurs;Blumenmarkt;Mercado de las flores;Shoppen op de Kouter;Shopping on Kouter square;Faire ses courses sur la Kouter;Shopping auf dem Kouter;Hacer la compra en la plaza Kouter;https://visit.gent.be/nl/agenda/bloemenmarkt;2022-01-06T08:16:21+01:00;2022-04-11T08:43:47+02:00;Bloemenmarkt - Kouter;2022-01-01;2025-12-31;POINT (3.7236884752855 51.050158042152;(3.7236884752855;Kouter;9000;Gent;BE;POINT;;Food Market
6018;http://stad.gent/id/event/tourism/af8b5d63-ca74-4d57-9288-a2f43799ef78;https://visit.gent.be/themes/custom/vg_theme/icon/red/shopping.svg;Markt voor verse voeding en nieuwe koopwaar;Market for fresh food and new merchandise;Marché de produits frais et de nouvelles marchandises;Markt für frische Lebensmittel und neue Waren;Mercado de alimentos frescos y mercancías nuevas;Shoppen in Ledeberg;Shopping in Ledeberg;Faire ses courses à Ledeberg;Shopping in Ledeberg;Hacer la compra en Ledeberg;https://visit.gent.be/nl/agenda/markt-voor-verse-voeding-en-nieuwe-koopwaar-1;2022-01-07T09:39:25+01:00;2022-01-07T09:47:32+01:00;Markt voor verse voeding en nieuwe koopwaar - Ledeberg;2022-01-01;2025-12-31;POINT (3.741654 51.037401;(3.741654;Ledebergplein;9050;Gent;BE;POINT;;Food Market
6009;http://stad.gent/id/event/tourism/ecf61b7a-64c8-42c2-a849-397a41995ce2;https://visit.gent.be/themes/custom/vg_theme/icon/red/shopping.svg;Biomarkt;Organic market;Marché bio;Biomarkt;Mercado ecológico;Shoppen op de Groentenmarkt;Shopping on Groentenmarkt square;Faire ses courses sur la Groentenmarkt;Shopping auf dem Groentenmarkt;Hacer la compra en la plaza Groentenmarkt;https://visit.gent.be/nl/agenda/biomarkt;2022-01-06T11:44:44+01:00;2022-04-04T10:44:10+02:00;Biomarkt - Groentenmarkt;2022-01-01;2025-12-31;POINT (3.722073 51.055957;(3.722073;Groentenmarkt;9000;Gent;BE;POINT;;Food Market
6027;http://stad.gent/id/event/tourism/3f2691d8-c364-49fb-a4df-68881c9e194a;https://visit.gent.be/themes/custom/vg_theme/icon/red/shopping.svg;Markt voor kleine huisdieren;Market for small pets;Marché pour les petits animaux de compagnie;Markt für kleine Heimtiere;Mercado de mascotas pequeñas;Shoppen op de Oude Beestenmarkt;Shopping on Oude Beestenmarkt square;Faire ses courses sur l’Oude Beestenmarkt;Shopping auf dem Oude Beestenmarkt;Hacer la compra en la plaza Oude Beestenmarkt;https://visit.gent.be/nl/agenda/markt-voor-kleine-huisdieren;2022-01-07T10:25:54+01:00;2022-04-04T10:04:03+02:00;Markt voor kleine huisdieren - Oude Beestenmarkt;2022-01-01;2025-12-31;POINT (3.731844 51.065785;(3.731844;Oude Beestenmarkt;9000;Gent;BE;POINT;;Food Market
6027;http://stad.gent/id/event/tourism/3f2691d8-c364-49fb-a4df-68881c9e194a;https://visit.gent.be/themes/custom/vg_theme/icon/red/shopping.svg;Markt voor kleine huisdieren;Market for small pets;Marché pour les petits animaux de compagnie;Markt für kleine Heimtiere;Mercado de mascotas pequeñas;Shoppen op de Oude Beestenmarkt;Shopping on Oude Beestenmarkt square;Faire ses courses sur l’Oude Beestenmarkt;Shopping auf dem Oude Beestenmarkt;Hacer la compra en la plaza Oude Beestenmarkt;https://visit.gent.be/nl/agenda/markt-voor-kleine-huisdieren;2022-01-07T10:25:54+01:00;2022-04-04T10:04:03+02:00;Markt voor kleine huisdieren - Oude Beestenmarkt;2022-01-01;2025-12-31;POINT (3.721165 51.05635;(3.721165;Oude Beestenmarkt;9000;Gent;BE;POINT;;Food Market
6027;http://stad.gent/id/event/tourism/3f2691d8-c364-49fb-a4df-68881c9e194a;https://visit.gent.be/themes/custom/vg_theme/icon/red/shopping.svg;Markt voor kleine huisdieren;Market for small pets;Marché pour les petits animaux de compagnie;Markt für kleine Heimtiere;Mercado de mascotas pequeñas;Shoppen op de Oude Beestenmarkt;Shopping on Oude Beestenmarkt square;Faire ses courses sur l’Oude Beestenmarkt;Shopping auf dem Oude Beestenmarkt;Hacer la compra en la plaza Oude Beestenmarkt;https://visit.gent.be/nl/agenda/markt-voor-kleine-huisdieren;2022-01-07T10:25:54+01:00;2022-04-04T10:04:03+02:00;Markt voor kleine huisdieren - Oude Beestenmarkt;2022-01-01;2025-12-31;POINT (3.7236884752855 51.050158042152;(3.7236884752855;Oude Beestenmarkt;9000;Gent;BE;POINT;;Food Market
6027;http://stad.gent/id/event/tourism/3f2691d8-c364-49fb-a4df-68881c9e194a;https://visit.gent.be/themes/custom/vg_theme/icon/red/shopping.svg;Markt voor kleine huisdieren;Market for small pets;Marché pour les petits animaux de compagnie;Markt für kleine Heimtiere;Mercado de mascotas pequeñas;Shoppen op de Oude Beestenmarkt;Shopping on Oude Beestenmarkt square;Faire ses courses sur l’Oude Beestenmarkt;Shopping auf dem Oude Beestenmarkt;Hacer la compra en la plaza Oude Beestenmarkt;https://visit.gent.be/nl/agenda/markt-voor-kleine-huisdieren;2022-01-07T10:25:54+01:00;2022-04-04T10:04:03+02:00;Markt voor kleine huisdieren - Oude Beestenmarkt;2022-01-01;2025-12-31;POINT (3.7248841177216 51.053546066957;(3.7248841177216;Oude Beestenmarkt;9000;Gent;BE;POINT;;Food Market
6027;http://stad.gent/id/event/tourism/3f2691d8-c364-49fb-a4df-68881c9e194a;https://visit.gent.be/themes/custom/vg_theme/icon/red/shopping.svg;Markt voor kleine huisdieren;Market for small pets;Marché pour les petits animaux de compagnie;Markt für kleine Heimtiere;Mercado de mascotas pequeñas;Shoppen op de Oude Beestenmarkt;Shopping on Oude Beestenmarkt square;Faire ses courses sur l’Oude Beestenmarkt;Shopping auf dem Oude Beestenmarkt;Hacer la compra en la plaza Oude Beestenmarkt;https://visit.gent.be/nl/agenda/markt-voor-kleine-huisdieren;2022-01-07T10:25:54+01:00;2022-04-04T10:04:03+02:00;Markt voor kleine huisdieren - Oude Beestenmarkt;2022-01-01;2025-12-31;POINT (3.735759 51.054406;(3.735759;Oude Beestenmarkt;9000;Gent;BE;POINT;;Food Market
6027;http://stad.gent/id/event/tourism/3f2691d8-c364-49fb-a4df-68881c9e194a;https://visit.gent.be/themes/custom/vg_theme/icon/red/shopping.svg;Markt voor kleine huisdieren;Market for small pets;Marché pour les petits animaux de compagnie;Markt für kleine Heimtiere;Mercado de mascotas pequeñas;Shoppen op de Oude Beestenmarkt;Shopping on Oude Beestenmarkt square;Faire ses courses sur l’Oude Beestenmarkt;Shopping auf dem Oude Beestenmarkt;Hacer la compra en la plaza Oude Beestenmarkt;https://visit.gent.be/nl/agenda/markt-voor-kleine-huisdieren;2022-01-07T10:25:54+01:00;2022-04-04T10:04:03+02:00;Markt voor kleine huisdieren - Oude Beestenmarkt;2022-01-01;2025-12-31;POINT (3.725324 51.053337;(3.725324;Oude Beestenmarkt;9000;Gent;BE;POINT;;Food Market
6027;http://stad.gent/id/event/tourism/3f2691d8-c364-49fb-a4df-68881c9e194a;https://visit.gent.be/themes/custom/vg_theme/icon/red/shopping.svg;Markt voor kleine huisdieren;Market for small pets;Marché pour les petits animaux de compagnie;Markt für kleine Heimtiere;Mercado de mascotas pequeñas;Shoppen op de Oude Beestenmarkt;Shopping on Oude Beestenmarkt square;Faire ses courses sur l’Oude Beestenmarkt;Shopping auf dem Oude Beestenmarkt;Hacer la compra en la plaza Oude Beestenmarkt;https://visit.gent.be/nl/agenda/markt-voor-kleine-huisdieren;2022-01-07T10:25:54+01:00;2022-04-04T10:04:03+02:00;Markt voor kleine huisdieren - Oude Beestenmarkt;2022-01-01;2025-12-31;POINT (3.71742 51.043953;(3.71742;Oude Beestenmarkt;9000;Gent;BE;POINT;;Food Market
6027;http://stad.gent/id/event/tourism/3f2691d8-c364-49fb-a4df-68881c9e194a;https://visit.gent.be/themes/custom/vg_theme/icon/red/shopping.svg;Markt voor kleine huisdieren;Market for small pets;Marché pour les petits animaux de compagnie;Markt für kleine Heimtiere;Mercado de mascotas pequeñas;Shoppen op de Oude Beestenmarkt;Shopping on Oude Beestenmarkt square;Faire ses courses sur l’Oude Beestenmarkt;Shopping auf dem Oude Beestenmarkt;Hacer la compra en la plaza Oude Beestenmarkt;https://visit.gent.be/nl/agenda/markt-voor-kleine-huisdieren;2022-01-07T10:25:54+01:00;2022-04-04T10:04:03+02:00;Markt voor kleine huisdieren - Oude Beestenmarkt;2022-01-01;2025-12-31;POINT (3.727964 51.047915;(3.727964;Oude Beestenmarkt;9000;Gent;BE;POINT;;Food Market
6027;http://stad.gent/id/event/tourism/3f2691d8-c364-49fb-a4df-68881c9e194a;https://visit.gent.be/themes/custom/vg_theme/icon/red/shopping.svg;Markt voor kleine huisdieren;Market for small pets;Marché pour les petits animaux de compagnie;Markt für kleine Heimtiere;Mercado de mascotas pequeñas;Shoppen op de Oude Beestenmarkt;Shopping on Oude Beestenmarkt square;Faire ses courses sur l’Oude Beestenmarkt;Shopping auf dem Oude Beestenmarkt;Hacer la compra en la plaza Oude Beestenmarkt;https://visit.gent.be/nl/agenda/markt-voor-kleine-huisdieren;2022-01-07T10:25:54+01:00;2022-04-04T10:04:03+02:00;Markt voor kleine huisdieren - Oude Beestenmarkt;2022-01-01;2025-12-31;POINT (3.733817 51.048779;(3.733817;Oude Beestenmarkt;9000;Gent;BE;POINT;;Food Market
